id,cr,state,daysremaining
919,34000,normal,7
3442,33000,new,8
204,58400,normal,10
3530,165200,limited,3
1796,132900,soldout,1
1537,20000,normal,4
1933,21100,normal,5
3438,48900,normal,9
135,45700,normal,9
173,154200,normal,9
207,51500,limited,2
24,58300,new,12
3453,83100,soldout,1
451,170400,limited,2
688,54300,normal,5
1542,48500,new,10
3341,177300,limited,3
709,57400,new,9
3471,70300,normal,10
959,44200,soldout,1
3398,776800,normal,9
210,396000,normal,10
1528,499100,limited,3
1507,321100,normal,7
1689,114900,new,12
396,430000,soldout,1
489,156200,limited,2
1539,137900,normal,8
1722,189400,normal,6
1893,257300,normal,10
