id,cr,state,daysremaining
204,52800,normal,9
1796,143900,normal,9
3422,202500,limited,3
137,17000,normal,7
1933,21400,new,10
1461,53200,normal,6
1778,29700,normal,4
1044,43400,limited,2
201,28000,soldout,1
48,99100,limited,2
207,60200,normal,5
3453,72800,normal,4
104,76500,new,8
451,165000,normal,5
959,47300,normal,4
334,89900,limited,2
3377,66400,new,8
41,61600,limited,3
379,61800,normal,6
374,59300,limited,3
1481,695900,soldout,1
1528,496600,limited,2
3359,143800,normal,6
489,159500,limited,2
1410,301300,normal,6
82,180400,new,8
293,399200,normal,8
396,431600,soldout,1
1545,332300,normal,4
1458,37800,normal,6
