id,cr,state,daysremaining
709,70000,limited,-1
533,600000,limited,-1
1461,52100,soldout,1
3567,14100,new,11
1537,20700,new,10
3422,206600,normal,7
729,44900,soldout,1
1933,20600,normal,4
1778,32700,soldout,1
3575,11300,normal,6
3573,23100,new,9
3454,146100,normal,4
1729,43600,limited,3
374,57100,normal,6
211,73400,normal,9
3384,39600,normal,6
3551,89000,limited,3
78,57600,normal,5
843,116800,normal,8
1895,346000,normal,5
3385,213800,normal,8
379,62700,normal,9
210,398700,normal,9
1507,319400,normal,7
3570,56200,normal,4
1990,785300,normal,12
1689,123400,normal,7
1539,138200,new,9
3404,406400,limited,2
3398,788800,normal,5
3434,368500,normal,9
1481,659700,soldout,1
