id,cr,state,daysremaining
1537,19300,soldout,1
1523,16700,limited,2
829,99900,new,10
3356,37900,normal,6
145,16000,normal,5
779,17500,normal,6
1385,12900,normal,4
3454,150000,normal,6
821,54600,normal,7
810,48200,limited,3
688,61500,normal,4
533,505900,normal,6
1370,21500,new,7
1895,358000,normal,7
1508,172300,normal,4
24,49900,limited,2
1542,50700,limited,3
514,107800,soldout,1
709,52400,soldout,1
3341,164600,soldout,1
3434,366500,normal,5
3404,415400,normal,8
1426,411600,new,6
210,401300,soldout,1
1893,258100,normal,4
1384,26800,normal,7
1378,200000,normal,10
1722,185700,normal,4
3398,772000,limited,2
187,72000,new,10
