id,cr,state,daysremaining
204,52800,normal,6
1796,143900,normal,6
135,46300,new,10
137,17000,normal,4
1933,21400,normal,7
1461,53200,limited,3
1778,29700,soldout,1
3438,55000,normal,9
173,151900,normal,7
919,30900,normal,7
207,60200,limited,2
3453,72800,soldout,1
104,76500,normal,5
451,165000,limited,2
959,47300,soldout,1
709,52400,normal,12
3377,66400,normal,5
3466,180400,new,10
379,61800,limited,3
1448,60700,new,8
3358,157600,normal,8
1539,136600,normal,9
3359,143800,limited,3
1504,246500,normal,9
1410,301300,limited,3
82,180400,normal,5
293,399200,normal,5
1373,105800,normal,6
1545,332300,soldout,1
1458,37800,limited,3
