id,cr,state
201,27000,normal
1933,24400,normal
1044,45100,soldout
137,15900,soldout
1461,56800,soldout
1527,13300,soldout
3422,203800,limited
1796,131000,limited
1778,35100,normal
829,104800,limited
301,39600,limited
203,62200,limited
773,178600,limited
1729,36100,limited
334,89600,normal
374,57100,normal
211,80100,limited
1027,450400,normal
843,107700,limited
959,51800,normal
3398,774000,limited
3434,396800,normal
3404,444900,normal
1399,70500,normal
1689,114900,soldout
3358,155200,limited
1893,258300,limited
1539,146400,limited
1504,242500,limited
210,389400,limited
