id,cr,state,daysremaining
3524,400000,limited,-1
773,200000,limited,-1
489,180000,limited,-1
3442,39000,normal,-1
187,95000,normal,-1
3563,55100,normal,4
63,50200,normal,8
3573,26900,limited,2
3547,27100,normal,5
3549,48600,new,8
201,29600,normal,4
135,49300,soldout,1
137,15000,normal,5
1671,56400,soldout,1
1973,23500,normal,7
1508,165200,normal,6
1542,47000,normal,4
102,171600,soldout,1
301,46300,limited,3
967,66700,limited,3
533,539800,normal,8
3555,128900,normal,8
104,84800,normal,8
379,53500,limited,3
1539,147200,soldout,1
3434,372000,limited,3
1506,251300,normal,4
1893,266200,normal,4
1722,184200,normal,5
293,396200,normal,6
3358,158500,new,10
1504,254300,normal,6
1365,137900,normal,5
799,69200,new,9
