id,cr,state
779,18800,normal
3356,36200,normal
1671,57400,limited
1523,16000,normal
810,46800,normal
1523,17600,limited
1537,19600,limited
3454,143500,normal
1385,12000,normal
145,13500,normal
1895,352300,normal
1370,24500,limited
514,106400,normal
709,52400,normal
533,487300,normal
688,58600,normal
1773,45400,limited
1508,179700,normal
3341,165000,normal
3344,164600,normal
1481,692400,normal
1578,286600,soldout
345,104300,normal
489,160400,normal
942,79300,limited
1528,499700,normal
1990,828800,limited
396,440200,normal
1480,107700,normal
1365,143600,normal
