id,cr,state,daysremaining
3422,250000,normal,-1
1933,21100,normal,10
919,34000,new,11
1523,15200,normal,5
1796,132900,normal,5
3356,38200,limited,2
145,13400,soldout,1
1044,43200,limited,3
1385,13600,soldout,1
3530,165200,normal,7
810,52100,normal,4
3385,218100,normal,8
104,81600,limited,3
514,97200,limited,3
3432,45300,limited,3
211,69200,normal,8
3384,42000,limited,3
78,59000,new,8
3466,192200,normal,4
1895,359500,limited,2
3377,71700,limited,3
1373,106900,limited,3
1426,409800,new,6
82,194200,normal,5
293,402700,soldout,1
3358,155600,limited,3
1384,27400,normal,6
1402,115500,normal,5
1378,200500,normal,9
1410,284500,soldout,1
187,80600,new,10
