id,cr,state,daysremaining
709,70000,soldout,-1
533,600000,soldout,-1
173,152900,normal,9
3567,14100,normal,9
1537,20700,normal,8
3422,206600,normal,5
919,34900,normal,7
1933,20600,limited,2
135,42300,normal,9
3575,11300,normal,4
3573,23100,normal,7
3454,146100,limited,2
1729,43600,soldout,1
374,57100,normal,4
211,73400,normal,7
3384,39600,normal,4
3551,89000,soldout,1
78,57600,limited,3
843,116800,normal,6
1895,346000,limited,3
3385,213800,normal,6
379,62700,normal,7
210,398700,normal,7
1507,319400,normal,5
3570,56200,limited,2
1990,785300,normal,10
1689,123400,normal,5
1539,138200,normal,7
1893,269600,new,11
3398,788800,limited,3
3434,368500,normal,7
1722,195700,normal,9
