id,cr,state,daysremaining
3549,43900,limited,2
201,27900,soldout,1
821,58100,limited,3
63,51800,limited,3
1796,143700,normal,8
1044,47700,normal,5
145,15100,normal,7
1973,21800,limited,2
3356,39300,normal,6
1527,12800,normal,4
3341,170400,normal,5
709,51500,normal,10
3471,67500,limited,3
1370,23600,normal,6
24,54000,normal,5
959,49700,normal,5
1027,468100,limited,3
334,78400,normal,9
3443,166500,limited,2
51,30100,limited,2
1384,30300,normal,4
3358,156200,soldout,1
1426,408700,normal,7
1541,55600,normal,5
82,184800,new,8
3359,140400,limited,2
1458,38900,normal,4
1545,318500,soldout,1
1410,301600,normal,7
396,428500,normal,6
