id,cr,state,daysremaining
729,39000,normal,-1
135,58000,normal,-1
78,60000,normal,-1
301,55000,new,-1
3549,50000,new,-1
3573,23100,normal,8
173,152900,normal,9
3422,206600,normal,4
48,97400,normal,4
1461,52100,soldout,1
1933,25600,normal,4
1537,20700,normal,8
3454,143000,limited,3
919,34900,normal,7
3567,14100,normal,8
959,47600,limited,3
3471,66600,soldout,1
1370,20500,normal,6
334,81600,normal,9
24,49200,normal,4
3341,177300,normal,8
1027,442600,limited,2
3443,179000,normal,6
207,50500,normal,11
709,58100,normal,9
82,189800,normal,6
1384,27000,soldout,1
396,444200,normal,5
1426,411600,limited,3
1544,343200,normal,11
1458,35800,soldout,1
1541,57300,normal,4
1399,80400,normal,10
1373,103600,normal,9
1410,308600,limited,3
