id,cr,state,daysremaining
3530,180000,normal,-1
1985,87400,normal,7
201,30700,limited,2
137,15900,limited,3
1461,48200,limited,2
1973,23300,limited,2
3403,49100,new,7
63,49300,normal,8
1671,59000,new,8
1527,13800,soldout,1
1778,31900,normal,4
3432,45300,limited,3
1895,359500,limited,2
3377,71700,limited,3
3385,218100,normal,7
211,69200,normal,7
104,81600,limited,3
3384,42000,limited,2
3466,192200,normal,4
78,59000,new,8
514,97200,limited,2
1402,115500,normal,5
187,80600,new,10
1378,200500,normal,9
1426,409800,normal,5
82,194200,limited,3
3524,389500,new,9
1373,106900,limited,2
3358,155600,limited,2
1384,27400,normal,5
1399,70000,new,9
