id,cr,state,daysremaining
293,450000,normal,-1
709,70000,normal,-1
374,70000,normal,-1
1933,21400,limited,2
1973,25900,limited,2
173,151900,soldout,1
3442,34100,limited,2
3438,55000,limited,2
1671,61200,new,8
1985,80300,normal,4
135,46300,limited,3
3403,47100,limited,2
63,47900,limited,3
211,73400,normal,7
1370,21500,soldout,1
1895,358000,soldout,1
78,59900,normal,5
3443,171600,normal,4
1773,45000,soldout,1
3385,224700,normal,6
3344,162000,normal,4
3471,74700,soldout,1
3384,39700,limited,2
187,72000,normal,4
1722,185700,soldout,1
1399,79400,limited,3
3389,72500,normal,4
205,222800,new,9
3404,415400,soldout,1
1378,200000,normal,4
1578,289700,new,9
3439,211300,normal,5
3431,218200,limited,2
