id,cr,state,daysremaining
3563,61600,normal,-1
1985,110000,normal,-1
1985,110000,normal,-1
1985,110000,normal,-1
1985,110000,normal,-1
1985,110000,normal,-1
201,30600,normal,4
63,47400,normal,6
137,15900,normal,4
1671,63500,normal,5
1973,21700,limited,2
3549,48700,normal,5
1044,51400,normal,8
821,51900,new,8
1527,13800,normal,9
709,55300,normal,7
3453,76900,normal,9
959,44100,normal,8
1027,471500,limited,3
3555,129700,limited,3
3471,73400,normal,4
24,46900,normal,4
451,174200,normal,8
334,89700,normal,7
1370,23200,limited,2
1458,33000,normal,4
1378,207400,normal,10
3359,137000,limited,3
1426,397100,normal,6
1545,340400,limited,3
1410,288600,normal,5
187,70100,normal,9
799,66000,limited,3
82,194000,normal,6
1384,30800,normal,6
