id,cr,state,daysremaining
1985,87400,limited,3
1385,13600,normal,7
1796,132900,normal,10
3356,38200,normal,7
145,13400,normal,6
3403,49100,limited,3
63,49300,normal,4
1671,59000,normal,4
3513,53800,normal,5
1044,43200,new,8
301,46600,normal,7
843,105500,normal,8
203,61400,normal,8
3385,218100,limited,3
211,69200,limited,3
1027,427500,normal,9
379,52600,normal,6
1729,37500,new,8
78,59000,normal,4
773,179900,normal,8
1402,115500,soldout,1
187,80600,normal,6
1378,200500,normal,5
1426,409800,soldout,1
3439,215200,normal,5
3524,389500,normal,5
3389,61900,normal,8
3431,220700,normal,6
1384,27400,soldout,1
1399,70000,normal,5
