id,cr,state,daysremaining
374,70000,normal,-1
1461,48200,normal,7
1778,31900,normal,9
201,30700,normal,7
821,55600,normal,4
48,106400,normal,4
3422,203800,normal,4
1973,23300,normal,6
137,15900,normal,7
3454,136700,soldout,1
1527,13800,normal,5
1370,21900,normal,4
3344,179000,normal,7
709,57400,limited,2
24,58300,limited,3
1542,48500,soldout,1
3443,165700,normal,5
1448,59900,soldout,1
1773,40500,normal,4
3471,70300,soldout,1
931,97000,normal,6
3359,138000,soldout,1
210,396000,limited,2
1539,137900,soldout,1
3434,369000,normal,7
1893,257300,limited,3
3404,411300,normal,8
1504,244900,normal,7
1545,314000,soldout,1
293,402700,new,9
1689,114900,normal,5
