id,cr,state,daysremaining
293,450000,limited,-1
173,154200,limited,3
3438,48900,limited,3
48,106400,normal,11
779,17700,normal,4
135,45700,normal,4
3442,33000,limited,2
204,58400,limited,3
829,100300,normal,5
3422,203800,normal,10
3454,136700,new,7
688,54300,normal,9
374,60200,limited,3
3471,70300,new,12
3453,83100,normal,5
451,170400,normal,6
3341,177300,normal,7
41,59200,normal,4
207,51500,normal,5
959,44200,normal,5
334,86100,limited,2
489,156200,normal,6
1480,104900,limited,3
1481,684200,normal,5
3398,776800,new,12
396,430000,normal,5
1722,189400,normal,10
942,86500,limited,3
1528,499100,normal,6
345,105900,limited,3
1365,137800,limited,2
