id,cr,state,daysremaining
931,100000,limited,-1
137,15900,normal,4
1461,48200,limited,3
48,106400,soldout,1
1778,31900,normal,5
63,49300,new,9
201,30700,limited,3
1985,87400,normal,7
3403,49100,new,7
1973,23300,limited,2
1527,13800,soldout,1
3341,177300,normal,7
207,51500,normal,5
334,86100,limited,2
959,44200,normal,5
688,54300,normal,8
374,60200,limited,2
3453,83100,normal,4
3471,70300,normal,11
451,170400,normal,5
41,59200,limited,3
3398,776800,new,12
942,86500,limited,3
1480,104900,limited,3
396,430000,normal,5
1528,499100,normal,6
345,105900,limited,3
1365,137800,limited,2
1722,189400,normal,10
489,156200,normal,5
1481,684200,normal,4
