id,cr,state,daysremaining
37,60000,normal,-1
821,65000,normal,-1
204,65000,normal,-1
41,71500,new,-1
41,71500,new,-1
1671,55600,normal,5
137,15900,normal,5
3422,211200,limited,3
3563,53100,normal,4
1973,26400,normal,7
201,31200,normal,4
3549,46600,normal,6
63,51200,normal,7
1044,45900,new,11
1527,12700,new,10
3384,45000,normal,6
1895,352300,normal,6
78,59100,soldout,1
3551,72800,normal,4
1729,37500,normal,5
374,60200,normal,4
773,176500,normal,8
3377,70600,normal,7
102,166500,normal,8
301,44200,normal,8
1402,114000,normal,7
3434,369000,limited,2
1689,117000,normal,7
1539,146000,soldout,1
942,78900,normal,4
1480,107400,normal,9
3404,415900,normal,4
1722,193900,soldout,1
1365,144600,normal,9
1893,259000,limited,2
