id,cr,state,daysremaining
3443,200000,soldout,-1
3422,203800,normal,4
3454,136700,soldout,1
201,30700,normal,7
1973,23300,normal,6
821,55600,normal,4
48,106400,normal,4
1527,13800,normal,5
1778,31900,normal,8
137,15900,normal,7
1461,48200,normal,6
334,86100,soldout,1
959,44200,normal,4
688,54300,normal,7
3453,83100,limited,3
374,60200,soldout,1
451,170400,normal,4
3471,70300,normal,10
41,59200,limited,2
207,51500,limited,3
3341,177300,normal,5
1528,499100,normal,5
1722,189400,normal,9
1365,137800,soldout,1
345,105900,limited,2
489,156200,normal,4
3398,776800,normal,10
1481,684200,limited,3
942,86500,soldout,1
1480,104900,soldout,1
396,430000,limited,3
