id,cr,state,daysremaining
779,16900,normal,5
3513,43200,limited,3
204,53500,limited,2
48,103100,new,14
3530,165200,normal,6
810,52100,limited,2
3564,50700,normal,6
1778,34000,normal,11
3442,32000,soldout,1
829,98500,limited,3
514,98700,normal,6
655,45500,normal,7
1729,44500,new,12
203,65900,normal,7
931,84600,normal,5
451,164100,soldout,1
3344,162800,limited,3
3432,41100,normal,6
1773,38600,normal,4
3466,183500,soldout,1
3389,67800,limited,2
1578,286800,new,9
489,160500,limited,3
1528,509900,normal,5
3439,214800,new,8
187,73200,limited,2
205,219900,normal,4
3524,387200,limited,2
3398,783800,new,9
3424,97400,new,7
