id,cr,state,daysremaining
3443,200000,normal,-1
3422,203800,normal,8
3454,136700,normal,5
201,30700,new,11
829,100300,limited,3
821,55600,new,8
48,106400,normal,8
1527,13800,new,9
1778,31900,new,12
779,17700,soldout,1
135,45700,soldout,1
334,86100,normal,5
959,44200,normal,8
688,54300,new,11
3453,83100,normal,7
374,60200,normal,5
451,170400,normal,8
1508,178300,limited,2
41,59200,normal,6
207,51500,normal,7
3341,177300,new,9
1528,499100,new,9
1578,314100,limited,2
1365,137800,normal,5
345,105900,normal,6
489,156200,normal,8
1990,817800,limited,2
205,221200,soldout,1
942,86500,normal,5
1480,104900,normal,5
396,430000,normal,7
