id,cr,state,daysremaining
345,120000,normal,-1
3530,180000,limited,-1
3524,400000,limited,-1
1044,43400,normal,4
1461,53200,normal,7
137,17000,normal,7
201,28000,limited,3
204,52800,new,10
1778,29700,normal,5
829,99900,soldout,1
3422,202500,limited,3
48,99100,normal,4
1796,143900,normal,9
688,61500,normal,5
533,505900,normal,7
709,52400,limited,2
24,49900,limited,3
1895,358000,normal,8
1542,50700,normal,4
514,107800,limited,2
1370,21500,new,7
3341,164600,limited,2
1508,172300,normal,4
3434,366500,normal,5
1722,185700,normal,5
1426,411600,new,6
3404,415400,normal,8
210,401300,limited,2
1689,115600,soldout,1
1384,26800,normal,7
3398,772000,limited,3
1378,200000,normal,10
1893,258100,normal,4
