id,cr,state,daysremaining
1729,50000,normal,-1
3611,70000,normal,-1
3442,29900,normal,4
3403,48900,normal,4
1385,13300,soldout,1
3438,46800,normal,8
1985,90600,soldout,1
1461,47000,new,13
204,51100,limited,3
1523,16800,normal,10
810,49500,normal,4
829,98500,normal,6
451,165700,normal,9
3466,197000,normal,9
334,75800,normal,5
207,59700,normal,5
709,61500,normal,5
3344,162000,normal,12
688,64700,normal,4
3453,83000,new,9
41,58300,new,7
1370,21200,limited,2
187,71100,new,10
396,431500,normal,4
82,189600,normal,4
1410,294600,limited,3
3389,72700,normal,9
3431,209400,normal,7
1373,102700,normal,5
1544,348800,normal,6
1426,404700,soldout,1
205,220300,normal,10
