id,cr,state,daysremaining
1895,400000,soldout,-1
1895,400000,soldout,-1
3530,179700,normal,6
1985,98300,soldout,1
3356,36200,normal,6
810,56700,normal,7
1796,133200,limited,3
3442,29700,new,9
1385,14500,soldout,1
37,48000,new,13
1523,16400,normal,6
3513,44900,limited,3
3443,176700,normal,8
1773,38700,normal,8
207,56200,normal,4
688,62100,normal,8
3341,163600,normal,6
1448,59200,normal,6
41,59400,limited,3
3344,172000,normal,8
451,166500,limited,2
3453,88300,limited,2
1426,397000,soldout,1
1541,55000,normal,5
396,435000,normal,8
1399,79400,normal,5
1544,363800,normal,7
3431,207000,normal,4
3389,67100,normal,6
1378,208000,normal,4
3524,392800,normal,4
187,84600,normal,4
