id,cr,state,daysremaining
3454,136700,normal,5
201,30700,normal,10
204,58400,soldout,1
779,17700,soldout,1
829,100300,limited,3
48,106400,normal,8
3422,203800,normal,7
821,55600,new,8
1527,13800,new,9
1778,31900,new,12
1773,40500,limited,3
24,58300,limited,3
1370,21900,limited,2
3344,179000,normal,5
931,97000,normal,5
1542,48500,soldout,1
3443,165700,limited,3
3466,192200,new,12
3471,70300,soldout,1
514,97200,normal,10
1402,115500,new,13
210,396000,soldout,1
1504,244900,normal,6
3404,411300,normal,7
1689,114900,limited,3
293,402700,normal,8
1373,106900,new,10
3358,155600,normal,10
3434,369000,normal,5
1893,257300,soldout,1
