id,cr,state,daysremaining
1973,25900,normal,5
3403,47100,normal,5
135,46300,limited,2
63,47900,normal,5
1671,61200,normal,7
1985,80300,normal,5
3442,34100,soldout,1
3438,55000,soldout,1
3513,47900,normal,7
1523,16700,normal,8
3341,164600,normal,4
1542,50700,normal,6
1508,172300,normal,7
688,61500,normal,6
514,107800,normal,4
709,52400,normal,4
533,505900,normal,8
3466,180400,limited,2
24,49900,normal,5
1895,358000,new,9
3434,366500,new,8
1539,136600,soldout,1
1507,316800,limited,3
1504,246500,soldout,1
210,401300,normal,4
3398,772000,normal,6
1893,258100,normal,7
1722,185700,normal,7
1402,112200,soldout,1
1689,115600,limited,3
