id,cr,state,daysremaining
1985,110000,soldout,-1
1542,65000,soldout,-1
810,53200,limited,2
1461,56800,normal,7
729,37600,limited,2
779,16200,normal,6
829,101200,soldout,1
3530,171300,soldout,1
3513,50800,limited,2
3564,54100,limited,3
1778,31900,normal,7
48,98200,normal,7
1729,40800,normal,4
102,169000,normal,9
3384,44800,normal,7
3377,61100,normal,6
773,173400,normal,8
374,62800,limited,2
843,105400,limited,3
301,46300,normal,8
78,58800,limited,2
1895,359300,normal,5
1689,120700,normal,4
1893,267200,normal,6
3404,441300,normal,7
1539,138200,normal,5
1722,185500,limited,3
942,84600,limited,3
3434,365800,limited,3
1402,115300,normal,5
1480,99200,normal,5
1365,136500,normal,9
