id,cr,state,daysremaining
379,70000,normal,-1
919,34000,normal,5
3442,33000,normal,6
204,58400,normal,8
3530,165200,soldout,1
829,100300,normal,10
1537,20000,limited,2
1933,21100,limited,3
3438,48900,normal,7
135,45700,normal,7
173,154200,normal,7
1773,40500,new,10
24,58300,normal,10
1370,21900,normal,9
3344,179000,new,12
688,54300,limited,3
1542,48500,normal,8
3341,177300,soldout,1
709,57400,normal,7
3471,70300,normal,8
1448,59900,normal,6
3398,776800,normal,7
210,396000,normal,8
1528,499100,soldout,1
1507,321100,normal,5
1689,114900,normal,10
3359,138000,normal,6
1545,314000,new,7
1539,137900,normal,6
1722,189400,normal,4
1893,257300,normal,8
