id,cr,state,daysremaining
345,120000,normal,-1
3530,180000,limited,-1
3524,400000,limited,-1
1044,43400,limited,3
1461,53200,normal,6
137,17000,normal,6
201,28000,limited,2
204,52800,normal,9
1778,29700,normal,4
1933,21400,new,10
3422,202500,limited,2
48,99100,limited,3
1796,143900,normal,8
688,61500,normal,4
533,505900,normal,6
709,52400,soldout,1
24,49900,limited,2
1895,358000,normal,7
1542,50700,limited,3
514,107800,soldout,1
1370,21500,normal,6
3341,164600,soldout,1
1508,172300,limited,3
3434,366500,normal,4
1722,185700,normal,4
1426,411600,normal,5
3404,415400,normal,7
210,401300,soldout,1
187,72000,new,10
1384,26800,normal,6
3398,772000,limited,2
1378,200000,normal,9
1893,258100,limited,3
