id,cr,state,daysremaining
3524,400000,limited,-1
773,200000,limited,-1
489,180000,limited,-1
3442,39000,normal,-1
187,95000,normal,-1
3563,55100,limited,3
63,50200,normal,7
3573,26900,soldout,1
3547,27100,normal,4
3549,48600,normal,7
201,29600,limited,3
1044,43800,new,11
137,15000,normal,4
1527,12500,new,10
1973,23500,normal,6
1508,165200,normal,5
1542,47000,limited,3
3471,65500,new,10
301,46300,limited,2
967,66700,limited,2
51,26200,new,9
533,539800,normal,7
3555,128900,normal,7
104,84800,normal,7
379,53500,limited,2
3359,141900,new,9
3434,372000,limited,2
1506,251300,limited,3
1893,266200,limited,3
1722,184200,normal,4
293,396200,normal,5
3358,158500,normal,9
1504,254300,normal,5
1365,137900,normal,4
799,69200,normal,8
