id,cr,state,daysremaining
1973,21800,normal,7
1044,47700,normal,10
3547,29200,limited,3
1527,12800,normal,9
137,17100,normal,5
3563,57200,limited,3
3549,43900,normal,6
201,27900,normal,5
821,58100,new,8
63,51800,normal,7
379,52500,new,10
203,61400,normal,8
3344,162400,soldout,1
655,43700,normal,8
514,104900,limited,3
3466,184900,soldout,1
1773,43300,limited,2
451,166900,soldout,1
931,83600,limited,2
3432,49900,limited,3
3398,792800,normal,6
210,387000,normal,9
1528,523400,limited,2
3570,50200,new,8
1481,706300,normal,7
1990,830500,normal,6
3439,233300,soldout,1
1578,304400,soldout,1
345,99200,normal,8
3424,95600,normal,4
