id,cr,state,daysremaining
48,107800,normal,6
1778,32900,normal,9
3530,164900,soldout,1
3564,53500,soldout,1
37,54700,normal,6
1523,18300,limited,2
3454,139300,normal,7
3438,47000,limited,2
1461,50700,normal,6
1933,21200,normal,5
931,84600,normal,4
203,65900,normal,7
514,98700,normal,6
655,45500,normal,6
1773,38600,normal,4
3466,183500,soldout,1
451,164100,limited,2
3551,85400,normal,8
3432,41100,normal,6
3344,162800,limited,2
345,103100,normal,8
3404,413100,normal,11
1480,106000,normal,6
3570,50900,new,10
3439,224100,new,11
1481,661000,new,10
3424,94400,normal,5
1578,286800,normal,5
1528,505500,limited,2
205,216900,limited,2
