id,cr,state
137,15000,normal
1461,51200,normal
810,48200,soldout
1385,14500,soldout
3422,218400,normal
48,99100,normal
1044,51000,normal
1527,13900,normal
829,107900,limited
201,28400,limited
1027,450400,soldout
24,53500,normal
334,89600,limited
3453,89700,normal
959,47100,limited
374,50700,limited
451,179700,normal
41,53300,normal
207,57400,limited
379,53800,normal
187,72000,limited
1378,202000,limited
3389,62600,limited
1722,184500,limited
3431,225100,normal
3439,224700,normal
1373,103000,normal
205,217700,limited
1578,289200,normal
1990,817300,normal
