id,cr,state,daysremaining
1537,19600,limited,3
3356,36200,normal,8
145,13500,normal,7
1385,12000,normal,6
779,18800,normal,8
810,46800,normal,5
1523,16000,limited,3
1523,17600,soldout,1
1671,57400,soldout,1
3454,143500,normal,8
451,169000,limited,2
1448,59800,normal,6
104,89900,normal,5
1542,47300,new,9
3453,76400,soldout,1
3341,165000,new,10
207,58900,soldout,1
379,50700,normal,4
3377,67800,normal,4
24,48900,limited,3
3398,774000,normal,4
3434,396800,normal,6
1893,258300,normal,4
3404,444900,normal,5
1504,242500,limited,2
1384,29900,normal,6
210,389400,soldout,1
1399,70500,normal,6
1539,146400,normal,5
3358,155200,soldout,1
