id,cr,state,daysremaining
204,52800,normal,4
1796,143900,normal,4
135,46300,normal,8
137,17000,limited,2
1933,21400,normal,5
1461,53200,soldout,1
3442,34100,normal,7
3438,55000,normal,7
173,151900,normal,5
919,30900,normal,5
3341,164600,new,10
1542,50700,normal,12
104,76500,limited,3
688,61500,new,12
514,107800,normal,10
709,52400,normal,10
3377,66400,limited,3
3466,180400,normal,8
379,61800,soldout,1
1448,60700,normal,6
3358,157600,normal,6
1539,136600,normal,7
3359,143800,soldout,1
1504,246500,normal,7
1410,301300,soldout,1
82,180400,limited,3
293,399200,limited,3
1373,105800,normal,4
1402,112200,normal,7
1458,37800,soldout,1
