id,cr,state
779,20000,normal
1527,13300,normal
137,15900,normal
810,52100,soldout
1461,56800,normal
829,104800,normal
201,27000,normal
1044,45100,normal
3422,203800,normal
1796,131000,normal
1778,35100,normal
334,75700,normal
374,61100,normal
959,41600,normal
688,57700,soldout
203,61700,normal
1027,442600,normal
211,75800,soldout
843,113600,soldout
773,171200,soldout
1729,44500,normal
1399,80700,normal
3359,142500,soldout
1402,113900,soldout
1539,137900,normal
3358,155400,soldout
1504,252200,soldout
1384,26900,normal
1426,396800,normal
3434,367000,normal
187,69200,normal
