id,cr,state,daysremaining
1973,25900,limited,2
3403,47100,limited,2
1385,12900,normal,8
63,47900,limited,2
1671,61200,normal,4
1985,80300,limited,2
810,48200,normal,8
1537,19300,normal,5
3513,47900,normal,4
1523,16700,normal,5
3341,164600,soldout,1
1542,50700,limited,3
1508,172300,normal,4
688,61500,limited,3
514,107800,soldout,1
709,52400,soldout,1
533,505900,normal,5
1370,21500,normal,6
24,49900,limited,2
1895,358000,normal,6
3434,366500,normal,5
3404,415400,normal,7
1426,411600,new,6
1384,26800,normal,6
210,401300,soldout,1
3398,772000,limited,3
1893,258100,normal,4
1722,185700,normal,4
1378,200000,normal,9
187,72000,new,10
