id,cr,state,daysremaining
3356,42800,normal,5
1985,86900,normal,7
821,57000,soldout,1
145,14300,normal,5
204,51700,normal,9
1796,137300,normal,6
1044,43800,limited,3
1385,12900,normal,6
1527,12500,limited,2
3442,28900,normal,9
3341,173100,normal,6
24,49700,normal,5
3471,65500,limited,2
959,49800,normal,5
1027,462300,limited,3
51,26200,soldout,1
1370,22900,normal,9
709,58000,normal,11
334,73600,normal,10
3443,178300,limited,2
3359,141900,soldout,1
1545,316200,limited,2
1458,32900,normal,5
1384,28000,normal,4
1426,398300,normal,7
396,431500,normal,7
3358,158500,soldout,1
1410,313400,normal,6
1541,61200,normal,5
82,190800,new,8
