id,cr,state,daysremaining
293,450000,normal,-1
709,70000,normal,-1
374,70000,limited,-1
1523,16700,normal,8
810,48200,normal,9
3513,47900,normal,6
1537,19300,normal,6
1385,12900,normal,8
1671,61200,normal,5
1985,80300,soldout,1
145,16000,new,8
3356,37900,normal,8
779,17500,new,9
211,73400,normal,4
843,108100,normal,8
773,174500,normal,8
78,59900,limited,2
3443,171600,soldout,1
301,42300,normal,6
3385,224700,limited,3
3344,162000,soldout,1
203,63100,normal,7
1027,426400,normal,9
187,72000,soldout,1
1990,783400,normal,7
1480,102300,new,8
3389,72500,soldout,1
205,222800,normal,6
942,90700,normal,7
1378,200000,soldout,1
1578,289700,normal,6
3439,211300,limited,2
345,104900,normal,8
