id,cr,state,daysremaining
187,95000,limited,-1
3575,14000,limited,-1
3564,70000,limited,-1
3547,26300,normal,6
137,15900,normal,7
919,31900,limited,3
135,46200,normal,5
3563,53100,normal,4
173,154500,limited,3
201,31200,new,8
63,51200,new,10
1671,55600,limited,3
1973,26400,new,9
3443,178300,normal,6
1370,22900,new,10
533,539800,limited,2
959,49800,normal,8
24,49700,normal,8
3471,65500,soldout,1
1027,462300,normal,6
51,26200,limited,3
3341,173100,normal,8
104,84800,soldout,1
3358,154800,limited,3
1458,35400,normal,8
1384,27300,normal,7
1541,63100,normal,11
396,444300,normal,11
1410,286400,normal,8
1426,412900,normal,9
799,60300,normal,4
1545,320700,normal,5
3359,138900,normal,4
