id,cr,state,daysremaining
3422,203800,normal,5
137,15900,limited,2
48,107900,soldout,1
1527,13300,limited,2
1461,56800,limited,2
1778,35100,new,10
1044,45100,soldout,1
1796,131000,normal,5
829,104800,limited,3
201,27000,normal,4
3385,217900,normal,4
1729,36100,normal,7
211,80100,normal,5
843,107700,normal,5
773,178600,normal,5
301,39600,normal,5
3443,166800,soldout,1
203,62200,normal,6
334,89600,new,10
1027,450400,normal,8
82,194400,limited,2
3358,155200,new,10
1458,34300,soldout,1
1689,114900,normal,5
1504,242500,new,10
1507,310600,normal,4
1410,302500,soldout,1
1373,102900,normal,4
293,388400,limited,2
1402,114400,limited,3
