id,cr,state,daysremaining
729,39000,limited,-1
135,58000,limited,-1
1410,350000,limited,-1
1729,50000,limited,-1
63,51800,normal,6
1044,47700,normal,8
3547,29200,limited,2
137,17100,limited,3
1527,12800,normal,9
1985,86600,new,11
1973,21800,normal,5
821,58100,normal,7
201,27900,limited,3
3549,43900,normal,4
514,104900,new,9
688,67200,limited,2
3453,79000,limited,3
3344,162400,normal,5
3466,184900,limited,3
1773,43300,normal,6
203,61400,new,9
451,166900,normal,4
3432,49900,normal,9
931,83600,normal,6
1528,523400,normal,4
3431,208600,limited,3
489,154700,soldout,1
3439,233300,normal,7
3424,95600,normal,9
3398,792800,normal,8
1481,706300,new,9
1578,304400,normal,7
205,215900,normal,5
1990,830500,new,8
