id,cr,state,daysremaining
1778,31900,limited,3
1461,56800,limited,3
1523,17900,normal,8
3454,141800,normal,7
779,16200,limited,2
3438,53100,normal,7
1933,22700,normal,7
37,58500,normal,5
3422,205200,normal,7
48,98200,limited,3
3384,44800,normal,5
1542,47000,new,9
3377,61100,normal,4
301,46300,normal,8
843,105400,limited,3
773,173400,normal,7
1729,40800,limited,3
1895,359300,normal,5
78,58800,soldout,1
102,169000,normal,6
942,84600,normal,4
3434,365800,limited,3
1539,138200,normal,4
3404,441300,normal,5
1480,99200,normal,6
1402,115300,normal,6
1365,136500,new,10
1689,120700,limited,3
1722,185500,limited,3
1893,267200,normal,5
