id,cr,state,daysremaining
1448,68000,soldout,-1
3573,30000,soldout,-1
3471,90000,soldout,-1
3439,260000,soldout,-1
779,16200,limited,2
37,58500,normal,4
1933,22700,normal,8
3422,205200,new,8
1523,17900,normal,6
3454,141800,normal,7
1778,31900,limited,2
48,98200,limited,2
3438,53100,normal,7
1461,56800,limited,2
533,539800,normal,7
3471,65500,normal,7
959,43300,new,11
773,173400,limited,2
102,169000,limited,2
1542,47000,limited,3
104,84800,normal,6
301,46300,limited,2
3555,128900,normal,4
1508,165200,normal,4
1545,340400,normal,6
1458,37100,new,10
1384,26800,new,9
1426,397100,new,11
799,65700,normal,4
3358,161700,normal,4
3359,140900,normal,4
1504,244400,limited,2
1365,136500,soldout,1
293,398200,soldout,1
