id,cr,state,daysremaining
3385,250000,normal,-1
3356,40800,soldout,1
1933,22700,normal,4
3530,169000,limited,2
135,48700,normal,8
919,31800,normal,5
1537,18500,limited,3
204,58100,normal,5
173,151900,normal,8
3442,29800,normal,7
3438,58200,normal,7
203,61200,normal,6
1729,36100,normal,6
379,62300,normal,5
102,179600,normal,10
773,178600,normal,9
301,39600,normal,9
1542,53000,new,9
3432,43600,normal,6
3551,83000,normal,4
3384,41600,limited,3
1507,313200,normal,4
1539,141800,normal,6
1402,111800,normal,11
3434,367000,normal,6
1480,99000,normal,11
1722,184100,normal,5
3398,771300,normal,6
1504,242500,normal,9
210,396400,normal,5
1893,259600,normal,5
