id,cr,state,daysremaining
931,100000,normal,-1
137,15900,normal,6
1461,48200,normal,5
48,106400,limited,3
1778,31900,normal,7
3422,203800,limited,2
201,30700,normal,5
1985,87400,normal,9
821,55600,limited,2
1973,23300,normal,4
1527,13800,limited,3
3341,177300,new,9
207,51500,normal,7
334,86100,normal,4
959,44200,normal,7
688,54300,normal,10
374,60200,normal,4
3453,83100,normal,6
1508,178300,soldout,1
451,170400,normal,7
41,59200,normal,5
1990,817800,limited,2
942,86500,normal,5
1480,104900,normal,5
396,430000,normal,7
1528,499100,normal,8
345,105900,normal,5
1365,137800,normal,4
1578,314100,soldout,1
489,156200,normal,7
1481,684200,new,6
