id,cr,state,daysremaining
3453,100000,normal,-1
1523,18800,limited,3
829,105000,normal,5
3564,59300,normal,5
779,17700,new,8
1933,22000,normal,8
3438,48900,limited,3
3454,140900,normal,5
3442,29300,limited,2
48,106400,new,10
3443,172000,normal,6
1773,39500,normal,7
931,92200,normal,12
3466,190600,new,14
207,57600,limited,2
688,58900,normal,5
3341,179000,normal,4
1448,58700,normal,5
41,62400,limited,2
3344,162000,normal,9
1544,370200,normal,6
187,71700,normal,6
3431,223100,limited,3
3524,396100,normal,4
396,447400,limited,3
3389,69300,normal,5
3424,97900,new,9
1373,103200,limited,2
1378,197600,limited,3
489,155200,normal,7
