id,cr,state,daysremaining
1527,12900,normal,4
3422,202500,normal,8
829,99900,normal,5
3356,37900,soldout,1
1044,43400,new,8
779,17500,soldout,1
1778,29700,normal,9
3454,150000,soldout,1
821,54600,limited,2
201,28000,normal,6
3385,224700,normal,9
533,505900,soldout,1
1370,21500,limited,2
1895,358000,limited,2
211,73400,normal,9
3443,171600,normal,6
3384,39700,normal,5
1773,45000,limited,3
3344,162000,normal,6
3471,74700,limited,3
205,222800,new,9
3404,415400,limited,3
1426,411600,soldout,1
1399,79400,normal,5
3431,218200,normal,7
1384,26800,limited,2
1378,200000,normal,5
3439,211300,normal,5
3389,72500,normal,7
187,72000,normal,5
