id,cr,state,daysremaining
345,120000,normal,-1
3513,45500,normal,4
1985,87800,limited,2
1537,21900,normal,5
1523,18700,normal,5
1385,13600,normal,8
1973,21800,limited,2
63,51800,soldout,1
3403,43400,limited,2
810,51200,normal,7
1671,59600,limited,3
1729,40900,normal,4
334,72800,normal,6
959,49800,new,10
843,113200,limited,2
203,67400,limited,3
211,71100,soldout,1
1027,458900,normal,5
301,41400,soldout,1
773,171200,limited,2
374,52500,normal,8
3389,72500,normal,4
3431,221200,limited,2
942,79300,normal,8
205,215800,limited,3
1480,107700,new,8
396,440200,new,10
1990,828800,normal,5
1399,69600,soldout,1
1578,286600,normal,4
