id,cr,state,daysremaining
3524,400000,normal,-1
3551,90000,normal,-1
63,50700,new,10
201,30500,normal,7
3563,50700,limited,3
135,52000,normal,4
1973,26400,new,9
1671,63000,limited,2
3547,25500,normal,4
3549,41400,new,8
137,14900,normal,5
1044,49200,new,11
3471,65500,limited,2
3341,166500,normal,5
709,56200,new,12
24,57400,normal,5
533,539800,limited,2
3443,176100,limited,2
104,84800,soldout,1
959,43300,limited,3
1370,23600,normal,8
1027,462400,limited,2
3358,161700,soldout,1
1541,58300,normal,10
82,181700,new,8
3359,140900,soldout,1
1458,37100,limited,3
1384,26800,limited,2
1426,397100,normal,8
396,432900,normal,10
1544,378100,new,10
