id,cr,state,daysremaining
1985,83400,normal,6
3438,51900,limited,3
1933,24400,limited,2
821,51800,limited,3
919,29600,soldout,1
1778,35100,soldout,1
173,154500,soldout,1
63,58100,normal,5
135,45800,normal,4
3442,31000,limited,3
959,51800,normal,5
24,48900,normal,7
3453,76400,normal,5
451,169000,normal,5
41,55000,limited,3
207,58900,normal,4
374,57100,limited,2
379,50700,normal,7
334,89600,soldout,1
104,89900,normal,8
1893,258300,soldout,1
3358,155200,soldout,1
210,389400,soldout,1
1384,29900,normal,4
1504,242500,soldout,1
1539,146400,limited,3
3398,774000,soldout,1
3434,396800,limited,3
3404,444900,limited,2
1399,70500,limited,3
