id,cr,state,daysremaining
3563,62300,limited,-1
3563,57500,limited,-1
3442,30400,normal,7
3356,39300,limited,2
204,47000,normal,5
829,99700,normal,10
3438,56700,normal,7
3454,135200,normal,10
1933,23900,normal,5
779,17800,normal,9
3530,164900,limited,2
135,43000,normal,7
1773,37500,limited,2
3466,198100,limited,3
3443,176100,limited,2
211,68900,normal,8
843,106300,normal,9
3385,219000,normal,7
78,58800,normal,7
931,95600,limited,2
3344,165000,limited,2
514,103800,normal,4
1990,790200,normal,7
489,155400,limited,3
3424,95000,normal,4
1481,694000,new,7
345,99100,normal,9
3439,228000,new,7
1528,492000,normal,5
205,217000,normal,5
1578,313400,normal,7
1373,106400,soldout,1
