id,cr,state,daysremaining
1778,30100,normal,9
829,104800,limited,3
201,27000,limited,2
1044,45100,soldout,1
3422,203800,normal,4
173,157200,new,9
1796,131000,normal,4
1933,22400,normal,9
1461,56800,limited,2
137,15900,limited,3
533,487300,limited,2
514,106400,soldout,1
1542,47300,limited,2
688,58600,limited,3
709,52400,limited,2
3341,165000,limited,3
1508,179700,limited,3
1895,352300,limited,2
3344,179000,new,10
3471,68100,new,7
1539,146400,soldout,1
1722,194700,limited,2
3434,396800,soldout,1
3404,444900,limited,2
1384,29900,soldout,1
1378,201300,normal,4
3431,206300,normal,7
187,82200,limited,3
1399,70500,limited,2
3389,62900,limited,3
