id,cr,state,daysremaining
3438,51900,normal,6
135,45800,normal,9
821,51800,normal,8
3442,31000,new,8
3422,203800,soldout,1
919,29600,normal,6
173,154500,normal,4
1933,24400,normal,4
1778,35100,limited,3
1796,131000,soldout,1
203,62200,new,9
1027,450400,new,10
301,39600,normal,7
3443,166800,limited,2
3384,45300,soldout,1
3385,217900,normal,4
3344,164600,limited,2
773,178600,normal,7
211,80100,normal,6
843,107700,normal,6
1528,499700,normal,7
1481,692400,normal,5
396,440200,normal,7
1365,143600,normal,4
489,160400,normal,7
3359,140100,normal,9
1545,315500,new,8
1410,302500,normal,9
345,104300,normal,4
1480,107700,limited,3
