id,cr,state,daysremaining
931,100000,limited,-1
173,154200,normal,9
3438,48900,normal,9
1537,20000,normal,4
3530,165200,limited,3
135,45700,new,10
3442,33000,new,8
204,58400,normal,9
829,100300,new,11
1933,21100,normal,5
919,34000,normal,6
773,179900,normal,4
374,60200,normal,9
1508,178300,normal,6
301,46600,limited,2
203,61400,limited,3
1027,427500,normal,4
1729,37500,limited,3
843,105500,limited,3
379,52600,soldout,1
334,86100,normal,8
3431,220700,limited,2
187,80600,soldout,1
205,221200,normal,5
1990,817800,normal,6
1399,70000,soldout,1
1578,314100,normal,5
942,86500,new,9
3389,61900,limited,3
345,105900,new,9
3439,215200,soldout,1
