id,cr,state,daysremaining
1527,12700,limited,2
1044,45900,limited,2
204,53500,new,10
3403,43200,new,8
1985,84500,normal,7
3356,43600,limited,2
1796,134500,normal,4
1385,12100,normal,7
3442,32000,normal,9
145,16100,limited,3
709,58000,normal,5
1448,59800,normal,7
3453,73100,normal,8
41,62000,normal,6
207,54900,normal,4
451,164100,normal,9
688,56400,limited,3
334,73600,normal,4
1370,22900,limited,2
3466,183500,normal,9
3389,67800,new,10
1373,104900,normal,8
1541,63100,limited,3
396,444300,limited,3
3431,225000,normal,8
82,179100,limited,2
1544,363800,normal,4
1426,412900,soldout,1
1378,202200,new,8
1399,72500,normal,8
