id,cr,state,daysremaining
729,39000,normal,-1
135,58000,normal,-1
843,130000,limited,-1
82,220000,limited,-1
82,220000,limited,-1
1410,350000,normal,-1
1729,50000,normal,-1
63,51800,normal,9
1044,47700,new,11
3547,29200,normal,5
137,17100,normal,6
135,42300,limited,2
3563,57200,limited,3
1973,21800,normal,8
1671,55300,limited,2
201,27900,normal,6
3549,43900,normal,7
41,64100,limited,3
688,67200,normal,5
3453,79000,normal,6
3344,162400,new,8
3466,184900,normal,6
1773,43300,normal,9
1448,59700,limited,3
451,166900,normal,7
207,50500,limited,2
931,83600,new,9
1528,523400,normal,7
3431,208600,normal,6
489,154700,normal,4
1378,212700,limited,2
1544,343200,limited,2
3389,72500,limited,2
187,71500,limited,3
1399,80400,soldout,1
205,215900,new,8
3524,389500,limited,3
