id,cr,state,daysremaining
1527,12900,normal,5
3422,202500,normal,9
829,99900,normal,6
3356,37900,limited,2
145,16000,soldout,1
779,17500,limited,2
1778,29700,new,10
3454,150000,limited,2
821,54600,limited,3
201,28000,normal,7
3385,224700,new,10
533,505900,limited,2
1370,21500,limited,3
1895,358000,limited,3
211,73400,new,10
3443,171600,normal,7
3384,39700,normal,6
1773,45000,normal,4
3344,162000,normal,7
3471,74700,normal,4
3434,366500,soldout,1
3404,415400,normal,4
1426,411600,limited,2
1399,79400,normal,6
3431,218200,new,8
1384,26800,limited,3
1378,200000,normal,6
3439,211300,new,6
3389,72500,normal,8
187,72000,normal,6
