id,cr,state,daysremaining
1895,400000,normal,-1
1895,400000,normal,-1
1044,47400,limited,2
1985,98300,normal,5
3356,36200,normal,10
1527,13500,soldout,1
1796,133200,normal,7
3403,46200,normal,4
1385,14500,normal,5
145,14100,normal,4
821,49300,soldout,1
3513,44900,normal,7
959,49800,limited,3
709,60200,limited,2
207,56200,new,8
3471,80900,soldout,1
1370,20700,soldout,1
24,55100,soldout,1
41,59400,normal,7
334,75000,limited,2
451,166500,normal,6
3453,88300,normal,6
1426,397000,normal,5
1458,32300,soldout,1
82,184000,limited,3
1399,79400,new,9
1410,289400,soldout,1
3431,207000,new,8
1384,27700,limited,3
1378,208000,normal,8
3524,392800,normal,8
187,84600,normal,8
