id,cr,state,daysremaining
3551,90000,normal,-1
1410,350000,normal,-1
3603,14000,normal,-1
3603,14000,normal,-1
3603,14000,normal,-1
3549,48600,normal,6
201,29600,normal,4
1973,23500,normal,6
3563,55100,limited,2
1044,43800,normal,9
821,57000,normal,7
1527,12500,normal,8
137,15000,normal,4
63,50200,normal,6
3356,42800,normal,9
3471,65500,normal,8
301,46300,limited,2
104,84800,normal,7
1542,47000,limited,2
51,26200,normal,8
773,173400,soldout,1
1508,165200,normal,5
967,69600,limited,2
533,539800,normal,7
3555,128900,normal,6
3358,158500,normal,7
1365,137900,normal,4
1458,32900,normal,9
1504,254300,normal,5
1506,251300,limited,2
799,69200,normal,6
3359,141900,normal,7
1384,28000,new,9
293,396200,normal,4
1545,316200,normal,6
