id,cr,state
1689,116600,normal
1523,15100,limited
810,52100,normal
1537,20800,limited
1385,12000,normal
3356,40900,normal
145,13000,limited
779,18800,normal
3454,143000,normal
48,107900,normal
204,48900,limited
709,53500,normal
533,494700,normal
514,100800,limited
688,54300,normal
1508,165000,normal
3344,164600,normal
3471,77500,limited
3443,174000,normal
3384,48000,limited
3385,214300,normal
1528,523400,normal
1481,688700,soldout
3359,143300,normal
1410,289300,limited
1545,339500,limited
1458,36700,limited
293,388700,normal
1402,112600,normal
82,180100,limited
1507,323500,limited
