id,cr,state,daysremaining
1895,400000,limited,-1
1410,350000,limited,-1
3434,450000,limited,-1
3443,200000,limited,-1
3555,150000,normal,-1
3356,40800,normal,7
1933,22700,normal,10
3530,169000,new,8
810,51900,normal,4
919,31800,new,11
145,15700,limited,2
1385,11800,limited,2
1796,142200,limited,3
1523,15500,normal,5
3513,51400,limited,3
3385,220000,limited,3
78,57800,normal,4
379,62300,new,11
211,80700,normal,5
3344,165200,soldout,1
931,96400,soldout,1
843,112000,normal,6
3432,43600,normal,12
514,98700,soldout,1
3384,41600,new,9
205,217000,limited,2
1990,790200,limited,3
1578,313400,normal,4
1528,492000,limited,3
1481,694000,normal,4
1722,184100,new,11
3398,771300,new,12
3439,228000,normal,5
210,396400,new,11
345,99100,normal,5
